["2007/02/10",17.3, 7.5 , 11.7],
["2007/02/11",15.9, 3.1 , 9.5 ],
["2007/02/12",14, 2.5 , 7.7 ],
["2007/02/13",14.8, 4 , 9 ],
["2007/02/14",16.8, 5.7 , 10.8],
["2007/02/15",13.4, 2.6 , 9.4 ],
["2007/02/16",14.2, 0.5 , 7.2 ],
["2007/02/17",13.1, 4.7 , 8 ],
["2007/02/18",15.5, 7.7 , 10.3],
["2007/02/19",12.8, 6.6 , 9.7 ],
["2007/02/20",11.8, 7.1 , 9.1 ],
["2007/02/21",15.4, 4.6 , 9.1 ],
["2007/02/22",14.2, 5.4 , 8.8 ],
["2007/02/23",14.8, 8.3 , 10.7],
["2007/02/24",11.2, 6.2 , 8.2 ],
["2007/02/25",8.9 , 3.9 , 6.4 ],
["2007/02/26",13, 0.8 , 6.6 ],
["2007/02/27",16.3, 3.6 , 10.3],
["2007/02/28",17.7, 6.6 , 11.8],
["2007/03/01",16.4, 6.1 , 11.6],
["2007/03/02",17.5, 6.5 , 11],
["2007/03/03",18.1, 8.6 , 12.8],
["2007/03/04",19.1, 8.7 , 13.8],
["2007/03/05",19.5, 10.6, 15.3],
["2007/03/06",20.1, 6.3 , 13.2],
["2007/03/07",13.8, 0.5 , 6.9 ],
["2007/03/08",13.6, 0.8 , 7.3 ],
["2007/03/09",13.4, 3 , 8.3 ],
["2007/03/10",14.1, 3.8 , 9 ],
["2007/03/11",18.7, 4.2 , 10.3],
["2007/03/12",13.6, 2.9 , 7.8 ],
["2007/03/13",14.5, 1.1 , 7.3 ],
["2007/03/14",14.8, 2.5 , 8.8 ],
["2007/03/15",12.6, 3.8 , 8.2 ],
["2007/03/16",12.8, 6.4 , 9.5 ],
["2007/03/17",9.5 , 4.8 , 7.5 ],
["2007/03/18",12, 4.1 , 7.6 ],
["2007/03/19",12.1, 3.7 , 8 ],
["2007/03/20",14.5, 6.1 , 9.4 ],
["2007/03/21",14.5, 4.5 , 8.8 ],
["2007/03/22",19.1, 5 , 11.3],
["2007/03/23",17.2, 4.4 , 11.3],
["2007/03/24",17.2, 7.6 , 12.4],
["2007/03/25",18.8, 12.1, 16.8],
["2007/03/26",21.4, 9.2 , 14.9],
["2007/03/27",19.2, 8.4 , 12.6],
["2007/03/28",18.8, 8 , 13.2],
["2007/03/29",24.3, 7.6 , 16.8],
["2007/03/30",26.1, 12.4, 18],
["2007/03/31",16.7, 11.7, 13.3],
["2007/04/01",31.8, 13, 20.2],
["2007/04/02",17.7, 13.9, 15.4],
["2007/04/03",15.3, 8.6 , 12.1],
["2007/04/04",16.7, 5.2 , 10.3],
["2007/04/05",15.3, 3.1 , 9.6 ],
["2007/04/06",17.1, 5.4 , 11.2],
["2007/04/07",17.3, 7.1 , 12.3],
["2007/04/08",18.5, 8.6 , 13.1],
["2007/04/09",18.6, 9.9 , 14.2],
["2007/04/10",18.7, 9 , 13.6],
["2007/04/11",19.2, 9.5 , 13.9],
["2007/04/12",17.5, 9.8 , 13.2],
["2007/04/13",20.7, 9.7 , 15.2],
["2007/04/14",26.2, 11.6, 18],
["2007/04/15",19.8, 8.1 , 13.9],
["2007/04/16",14.4, 9.9 , 12],
["2007/04/17",16, 9.6 , 11.6],
["2007/04/18",12.7, 7.4 , 10],
["2007/04/19",18, 7.4 , 12.7],
["2007/04/20",17, 8.5 , 13.5],
["2007/04/21",22.8, 10.4, 17.4],
["2007/04/22",24.5, 16, 19],
["2007/04/23",19.6, 14.4, 16.8],
["2007/04/24",16.5, 13, 14.2],
["2007/04/25",17.4, 12.7, 14.5],
["2007/04/26",24.6, 10.7, 16.7],
["2007/04/27",18.3, 9.7 , 14.1],
["2007/04/28",, , 15.2],
["2007/04/29",, , ],
["2007/04/30",22.9, 8.6 , 16.3],
["2007/05/01",17.2, 12.7, 14.1],
["2007/05/02",26.7, 13.5, 19.5],
["2007/05/03",23.7, 12.2, 17.1],
["2007/05/04",25.8, 13.1, 19.1],
["2007/05/05",25.5, 14.5, 19.3],
["2007/05/06",18.1, 15.9, 16.9],
["2007/05/07",21.8, 15.5, 17.8],
["2007/05/08",24.8, 13.4, 19.1],
["2007/05/09",25.4, 15.2, 20],
["2007/05/10",24.9, 12.1, 17.7],
["2007/05/11",26.2, 13.4, 19.9],
["2007/05/12",26.2, 12.5, 18],
["2007/05/13",28.3, 14.3, 20.4],
["2007/05/14",23.9, 15.1, 18.7],
["2007/05/15",25, 14.4, 19.1],
["2007/05/16",23.8, 12.6, 18.2],
["2007/05/17",21.9, 12.8, 16.4],
["2007/05/18",27, 13.4, 20.5],
["2007/05/19",28.2, 16.3, 21.5],
["2007/05/20",23.9, 13.4, 18.6],
["2007/05/21",22.9, 13.6, 18.1],
["2007/05/22",25.5, 16.1, 19.8],
["2007/05/23",24.6, 15.2, 19.7],
["2007/05/24",24.7, 16.7, 20.5],
["2007/05/25",20.8, 16.4, 18],
["2007/05/26",30.7, 16.9, 22.3],
["2007/05/27",29, 15, 22.1],
["2007/05/28",19.7, 15.7, 18],
["2007/05/29",23.6, 14.9, 18.4],
["2007/05/30",23.3, 15, 19.4],
["2007/05/31",23.6, 15.1, 18.2],
["2007/06/01",23.7, 14.3, 19.3],
["2007/06/02",25.1, 16.7, 20.1],
["2007/06/03",25.7, 16.1, 20.3],
["2007/06/04",27, 16.2, 21.5],
["2007/06/05",24.7, 17, 20.6],
["2007/06/06",24.8, 17.1, 21.2],
["2007/06/07",25.6, 17.3, 20],
["2007/06/08",25.6, 17.2, 21.1],
["2007/06/09",22.1, 17.2, 18.8],
["2007/06/10",25.2, 16.5, 19.2],
["2007/06/11",26.8, 16.6, 21.8],
["2007/06/12",28, 16.7, 22.5],
["2007/06/13",27.6, 17.8, 22.6],
["2007/06/14",23.8, 18.5, 20.5],
["2007/06/15",26.2, 18.6, 22.7],
["2007/06/16",27.8, 20.1, 24],
["2007/06/17",26.7, 18.6, 22.1],
["2007/06/18",23.1, 19.9, 21.6],
["2007/06/19",26.7, 19.6, 22.7],
["2007/06/20",27.8, 19.5, 23.3],
["2007/06/21",27.8, 20.7, 24],
["2007/06/22",26.8, 20.6, 23.4],
["2007/06/23",28, 20.4, 23.6],
["2007/06/24",24.9, 18, 20.6],
["2007/06/25",22.8, 18.1, 20.5],
["2007/06/26",24.1, 20.4, 22.2],
["2007/06/27",29.7, 21.2, 25.3],
["2007/06/28",29.1, 21, 24.5],
["2007/06/29",33.2, 23.9, 26.8],
["2007/06/30",30.7, 21.6, 25.6],
["2007/07/01",25, 20.9, 22.4],
["2007/07/02",25.1, 21.6, 23.1],
["2007/07/03",27, 22.3, 24.1],
["2007/07/04",27, 22.6, 24.4],
["2007/07/05",28.6, 22.2, 25.3],
["2007/07/06",29.7, 21.1, 24.2],
["2007/07/07",26.1, 21.8, 23.8],
["2007/07/08",28.3, 22, 24.7],
["2007/07/09",28.4, 21.1, 24.1],
["2007/07/10",24.7, 19.8, 21.6],
["2007/07/11",27, 21.4, 23.6],
["2007/07/12",26.1, 21.5, 23.3],
["2007/07/13",24, 21.7, 22.8],
["2007/07/14",22.6, 21.1, 21.8],
["2007/07/15",32.6, 21.3, 25.5],
["2007/07/16",25.9, 21.9, 23.7],
["2007/07/17",24.5, 20.5, 22.1],
["2007/07/18",24.4, 20.2, 22.3],
["2007/07/19",27.7, 21.6, 23.5],
["2007/07/20",24.9, 21.2, 23.1],
["2007/07/21",25.4, 22.2, 23.2],
["2007/07/22",29.4, 22.3, 25],
["2007/07/23",28.8, 23, 25.8],
["2007/07/24",29.8, 22.8, 26],
["2007/07/25",28.4, 22.7, 25.1],
["2007/07/26",28.6, 22.8, 25.8],
["2007/07/27",32.6, 24, 27.9],
["2007/07/28",30.3, 25, 27.5],
["2007/07/29",33.5, 24.4, 27.9],
["2007/07/30",26.1, 21.5, 24.1],
["2007/07/31",28.9, 21.6, 24.8],
["2007/08/01",31, 20.8, 25.8],
["2007/08/02",32.6, 23.5, 27.6],
["2007/08/03",31.5, 26.2, 28],
["2007/08/04",33.8, 24.9, 28.5],
["2007/08/05",31.2, 25.2, 27.7],
["2007/08/06",31.2, 24.5, 27.4],
["2007/08/07",30.9, 23.6, 26.9],
["2007/08/08",32.2, 24.2, 27.8],
["2007/08/09",34, 23.2, 28.5],
["2007/08/10",31.4, 25.3, 28.2],
["2007/08/11",33.3, 25.3, 28.4],
["2007/08/12",33.5, 24.7, 28.1],
["2007/08/13",33.6, 25.6, 29.1],
["2007/08/14",33.8, 25.8, 29],
["2007/08/15",32.4, 25.2, 28.6],
["2007/08/16",32.7, 27, 29.1],
["2007/08/17",33.3, 26.7, 29.5],
["2007/08/18",29.4, 24.9, 27.2],
["2007/08/19",30.6, 24.9, 27],
["2007/08/20",32, 24.2, 27.9],
["2007/08/21",34.2, 25.1, 29.2],
["2007/08/22",34.7, 25.1, 29.1],
["2007/08/23",27.6, 23.6, 25.2],
["2007/08/24",29.7, 23.4, 26],
["2007/08/25",30.7, 23.4, 26.8],
["2007/08/26",32.3, 24.9, 28.1],
["2007/08/27",31.1, 24.7, 27.7],
["2007/08/28",32.4, 25.1, 28.6],
["2007/08/29",28.5, 24.2, 26.1],
["2007/08/30",28.8, 24.1, 26.3],
["2007/08/31",26.7, 22.1, 24.4],
["2007/09/01",27.9, 23.4, 24.8],
["2007/09/02",28.8, 22.4, 24.8],
["2007/09/03",29.2, 23, 25.6],
["2007/09/04",32.7, 22.2, 27.1],
["2007/09/05",32.9, 25, 27.9],
["2007/09/06",28.6, 25, 26.4],
["2007/09/07",34.5, 24.1, 28.6],
["2007/09/08",30.2, 24.3, 26.2],
["2007/09/09",29.7, 23.2, 26],
["2007/09/10",25.7, 23.4, 24.5],
["2007/09/11",28.9, 23.3, 25.4],
["2007/09/12",28.2, 20.9, 23.2],
["2007/09/13",27.5, 20.1, 23.3],
["2007/09/14",30.2, 21.5, 25],
["2007/09/15",29, 23, 25.3],
["2007/09/16",30.1, 23.5, 26.2],
["2007/09/17",32.1, 25, 27.7],
["2007/09/18",31.1, 24.5, 27],
["2007/09/19",28.2, 23.7, 25.7],
["2007/09/20",31.1, 22.7, 26],
["2007/09/21",30.8, 21.2, 25.4],
["2007/09/22",30.7, 21.8, 25.6],
["2007/09/23",28.9, 23.6, 25.5],
["2007/09/24",27.4, 22.6, 24.4],
["2007/09/25",27.7, 21.2, 24],
["2007/09/26",27.5, 21.3, 24],
["2007/09/27",28.7, 20.4, 24.2],
["2007/09/28",32.6, 21.5, 26.1],
["2007/09/29",25.6, 17.5, 20.2],
["2007/09/30",19.6, 16.3, 17.8],
["2007/10/01",21.9, 17.8, 20],
["2007/10/02",23.2, 18.6, 20.7],
["2007/10/03",24, 19.6, 21.4],
["2007/10/04",26.6, 17.8, 21.6],
["2007/10/05",25.7, 18.5, 22.2],
["2007/10/06",25.3, 18.5, 21],
["2007/10/07",23.7, 16.4, 20.4],
["2007/10/08",25, 18.3, 20.7],
["2007/10/09",24.3, 18.3, 20.6],
["2007/10/10",22, 16.5, 19.4],
["2007/10/11",23.4, 15.7, 19.5],
["2007/10/12",26.1, 17, 20.7],
["2007/10/13",23, 16.6, 19.2],
["2007/10/14",20.2, 16.1, 18],
["2007/10/15",23.4, 15.7, 19.5],
["2007/10/16",22.9, 15, 18.8],
["2007/10/17",22.7, 13.2, 18.7],
["2007/10/18",22.9, 14.9, 18.8],
["2007/10/19",21.5, 14.4, 17],
["2007/10/20",23.5, 11.8, 16.9],
["2007/10/21",21.7, 12.1, 16.3],
["2007/10/22",22, 12.5, 16.4],
["2007/10/23",22.2, 14.1, 17.3],
["2007/10/24",22.4, 13.9, 17.6],
["2007/10/25",22.7, 13.5, 17.8],
["2007/10/26",19.6, 16.7, 18.6],
["2007/10/27",18.7, 14.1, 17.3],
["2007/10/28",23.9, 12.9, 17.7],
["2007/10/29",26.6, 14.7, 18.8],
["2007/10/30",23.5, 15, 18.9],
["2007/10/31",22.1, 14.8, 18.2],
["2007/11/01",20.5, 14.1, 16.8],
["2007/11/02",19.7, 15.5, 17.5],
["2007/11/03",19.6, 13.7, 15.7],
["2007/11/04",21.1, 11.6, 16],
["2007/11/05",21.4, 13.3, 16.8],
["2007/11/06",19.8, 14.8, 17.3],
["2007/11/07",20.1, 15, 17.4],
["2007/11/08",20.7, 14, 16.6],
["2007/11/09",20.9, 14.4, 16.9],
["2007/11/10",18.2, 13.9, 15.8],
["2007/11/11",20.7, 13, 16.3],
["2007/11/12",20.2, 9.7 , 13.7],
["2007/11/13",22.4, 9.3 , 15.5],
["2007/11/14",22.9, 9.5 , 15.5],
["2007/11/15",19.3, 9.9 , 14.3],
["2007/11/16",15.5, 9.3 , 13.4],
["2007/11/17",16.5, 7.4 , 11.1],
["2007/11/18",17, 5.5 , 11.5],
["2007/11/19",14.9, 5.4 , 10.4],
["2007/11/20",17.9, 6.6 , 11.2],
["2007/11/21",17.9, 4.7 , 11],
["2007/11/22",14.9, 3.7 , 9.3 ],
["2007/11/23",15.3, 7.2 , 10.6],
["2007/11/24",17.6, 5.7 , 10.8],
["2007/11/25",18.8, 8.2 , 12.4],
["2007/11/26",17.2, 8.4 , 12],
["2007/11/27",16.1, 10.5, 13],
["2007/11/28",13.6, 10, 12.2],
["2007/11/29",13.7, 10.8, 12.5],
["2007/11/30",14.1, 9.6 , 12.4],
["2007/12/01",15.8, 8.1 , 11.1],
["2007/12/02",17.1, 6.7 , 10.7],
["2007/12/03",11, 5.7 , 8.3 ],
["2007/12/04",16.1, 4.5 , 9.6 ],
["2007/12/05",13.3, 4.2 , 7.8 ],
["2007/12/06",13.1, 3.1 , 7.3 ],
["2007/12/07",19.1, 3.7 , 11.5],
["2007/12/08",15.6, 6.4 , 10.6],
["2007/12/09",14.5, 4.8 , 9.9 ],
["2007/12/10",14, 6.4 , 9.6 ],
["2007/12/11",12.2, 7 , 8.8 ],
["2007/12/12",15.1, 6.3 , 10.4],
["2007/12/13",15.4, 7.8 , 11.2],
["2007/12/14",15.3, 5.4 , 9.5 ],
["2007/12/15",14.5, 3.5 , 7.8 ],
["2007/12/16",13.1, 2.5 , 7.1 ],
["2007/12/17",10.8, 2.9 , 6.7 ],
["2007/12/18",14.3, 3.1 , 7.5 ],
["2007/12/19",11.8, 3.8 , 7.9 ],
["2007/12/20",13.9, 4.1 , 7.7 ],
["2007/12/21",13.7, 3.3 , 8.7 ],
["2007/12/22",11.6, 7 , 8.8 ],
["2007/12/23",15.1, 7 , 10.6],
["2007/12/24",17.5, 5.8 , 11.1],
["2007/12/25",10.7, 4.5 , 8.2 ],
["2007/12/26",12.1, 3.3 , 7.1 ],
["2007/12/27",11.9, 2.5 , 6.7 ],
["2007/12/28",14.6, 5.8 , 9.9 ],
["2007/12/29",14.3, 10, 11.9],
["2007/12/30",12.4, 3.4 , 8.3 ],
["2007/12/31",9.2 , 1.7 , 5.2 ],
["2008/01/01",10.6, -1.5, 4.5 ],
["2008/01/02",11.6, -1.1, 4.5 ],
["2008/01/03",10.8, 0.3 , 5 ],
["2008/01/04",12.7, 0.2 , 6 ],
["2008/01/05",12.3, 3.4 , 6.6 ],
["2008/01/06",14.5, 1.6 , 7.6 ],
["2008/01/07",11, 5.5 , 7.7 ],
["2008/01/08",13, 4.3 , 8 ],
["2008/01/09",15.1, 4.8 , 9.1 ],
["2008/01/10",13.2, 2.9 , 7.2 ],
["2008/01/11",13.6, 4.8 , 9.2 ],
["2008/01/12",11.4, 6.6 , 9.7 ],
["2008/01/13",7.8 , 4.3 , 6.3 ],
["2008/01/14",8.5 , 4.4 , 5.9 ],
["2008/01/15",10, 4 , 6.4 ],
["2008/01/16",11.8, 5 , 8.4 ],
["2008/01/17",9.8 , 1 , 6.4 ],
["2008/01/18",8 , 1.9 , 4.8 ],
["2008/01/19",10, 1.6 , 5.2 ],
["2008/01/20",9.1 , 2.4 , 5.4 ],
["2008/01/21",6.4 , 3 , 4.2 ],
["2008/01/22",8.1 , 1 , 4.9 ],
["2008/01/23",5.9 , 4.2 , 5.2 ],
["2008/01/24",13.4, -0.2, 6 ],
["2008/01/25",9 , 0.9 , 4 ],
["2008/01/26",10.4, 2.4 , 5.1 ],
["2008/01/27",8.8 , 1.7 , 4.7 ],
["2008/01/28",9.2 , 1.6 , 5.1 ],
["2008/01/29",8.6 , 3.9 , 6.2 ],
["2008/01/30",13, 3.4 , 7.6 ],
["2008/01/31",12, 1.8 , 7.2 ],
["2008/02/01",10.3, 0.7 , 5 ],
["2008/02/02",10.5, 2.8 , 6.4 ],
["2008/02/03",6.8 , 2.6 , 4.5 ],
["2008/02/04",10.4, 0.7 , 4.9 ],
["2008/02/05",12.2, 0.8 , 5.7 ],
["2008/02/06",8.3 , 3.1 , 5.2 ],
["2008/02/07",10.8, 0.4 , 5.2 ],
["2008/02/08",10.7, -1.3, 4.7 ],
["2008/02/09",9.3 , 1.1 , 4 ],
["2008/02/10",13.7, 1.4 , 6.9 ],
["2008/02/11",11.6, 1.3 , 6.7 ],
["2008/02/12",8.5 , 3.6 , 6.4 ],
["2008/02/13",8.6 , -0.1, 4.1 ],
["2008/02/14",10.2, -2.4, 3.6 ],
["2008/02/15",10.9, -2, 5 ],
["2008/02/16",10.8, -1.5, 4.8 ],
["2008/02/17",9.8 , -1.7, 4.1 ],
["2008/02/18",9.7 , -2.2, 4.2 ],
